Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;Ingresos anuales brutos;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente;Campanna_anno;Cluster
M;Si;34;Si;Artista;15;Medio;2;27545;1.836;30;0;375;3.0;0
F;Si;66;Si;Artista;25;Bajo;1;61484;1.326;50;0;446;1.0;3
F;No;40;Si;Artista;15;Bajo;1;62320;1.882;50;1;311;0.5;1
M;No;35;No;Funcionario;15;Bajo;4;28712;1.721;30;0;407;3.0;0
M;Si;75;Si;Servicios;25;Bajo;1;58584;0.974;50;0;562;4.0;3
M;Si;66;Si;Otros;25;Bajo;1;123927;0.681;50;0;533;4.0;3
F;Si;77;Si;Artista;25;Bajo;1;75281;0.994;50;0;302;0.5;1
F;No;22;No;Negocios/empresa;5;Bajo;4;16821;1.547;30;1;364;0.5;2
M;No;31;Si;Otros;5;Bajo;1;19936;1.445;30;0;566;4.0;0
F;;66;Si;Ingeniero;25;Medio;4;93298;1.189;80;0;578;4.0;3
M;No;36;No;Funcionario;15;Bajo;4;29443;1.951;30;0;316;0.5;2
M;Si;22;No;Medico;5;Bajo;2;18310;1.443;30;0;382;3.0;0
M;Si;33;No;Negocios/empresa;15;Bajo;4;24796;1.997;30;0;554;4.0;0
F;Si;62;Si;Ejecutivo;25;Medio;2;25988;1.619;30;0;512;4.0;3
M;Si;31;Si;Otros;5;Medio;2;27836;1.215;30;1;376;3.0;2
F;Si;42;Si;Artista;25;Medio;2;48030;1.951;50;1;379;3.0;1
M;No;40;No;Ingeniero;15;Bajo;1;55895;1.744;30;0;530;4.0;0
M;No;62;No;Otros;25;Bajo;1;76185;0.681;120;0;519;4.0;4
M;No;31;Si;Artista;5;Bajo;4;26935;2.02;30;0;395;3.0;0
F;No;57;Si;Artista;25;Bajo;1;123286;1.678;50;0;330;0.5;1
M;Si;29;Si;Artista;5;Bajo;2;28315;2.133;30;0;541;4.0;0
M;Si;44;Si;Otros;25;Bajo;2;109957;0.893;50;0;529;4.0;3
F;Si;58;Si;Artista;25;Medio;2;75426;1.697;50;0;347;0.5;1
M;Si;69;Si;Artista;25;Medio;3;60104;1.658;80;0;490;3.0;3
M;Si;68;Si;Ejecutivo;25;Alto;3;53399;0.798;30;0;475;3.0;3
F;Si;63;No;Artista;25;Medio;2;76472;1.385;120;0;590;4.0;4
F;No;47;Si;Artista;25;Bajo;1;74030;1.639;50;1;359;0.5;1
M;Si;36;Si;Artista;15;Medio;2;18298;1.652;30;1;317;0.5;2
F;No;42;Si;Artista;25;Bajo;1;126093;1.192;50;0;350;0.5;1
F;No;45;Si;Funcionario;25;Bajo;1;42446;1.031;50;1;318;0.5;1
F;Si;36;Si;Construccion;15;Medio;2;22871;0.985;30;0;528;4.0;0
M;Si;87;No;Servicios;25;Bajo;1;36413;1.443;30;0;578;4.0;3
M;Si;51;No;Artista;25;Bajo;3;73408;0.896;30;0;364;0.5;1
M;Si;96;No;Servicios;25;Bajo;1;26361;0.603;30;1;332;0.5;1
M;Si;39;Si;Ejecutivo;15;Alto;3;26939;1.284;30;0;483;1.0;0
F;No;21;No;Medico;5;Bajo;3;12889;1.754;30;0;428;3.0;0
F;Si;53;No;Ingeniero;25;Medio;4;63556;1.717;30;0;504;4.0;3
M;Si;63;No;Negocios/empresa;25;Medio;3;114177;1.189;30;0;552;4.0;3
F;Si;79;No;Ingeniero;25;Medio;3;92037;0.896;30;0;596;4.0;3
F;No;43;No;Ingeniero;25;Bajo;1;126731;1.56;120;0;484;3.0;4
F;No;45;Si;Otros;25;Bajo;4;101607;0.985;30;1;382;3.0;1
F;Si;45;No;Artista;25;Bajo;1;33985;1.514;30;0;509;4.0;3
M;Si;54;No;Medico;25;Bajo;2;40675;1.697;30;0;312;0.5;1
M;No;25;No;Servicios;5;Bajo;8;31787;2.961;30;0;543;4.0;0
M;Si;63;No;Otros;25;Bajo;2;75995;0.583;120;1;358;0.5;1
M;Si;88;No;Servicios;25;Alto;2;59186;1.17;30;1;329;0.5;1
F;Si;87;No;Servicios;25;Alto;2;118457;1.306;120;0;426;3.0;4
F;Si;64;Si;Construccion;25;Medio;4;95084;0.72;80;0;308;0.5;1
M;Si;84;Si;Servicios;25;Bajo;2;68218;0.994;50;0;537;4.0;3
M;No;34;Si;Funcionario;15;Bajo;4;23290;1.79;30;0;462;3.0;0
M;Si;51;Si;Artista;25;Bajo;2;40247;1.58;50;0;541;1.0;3
M;Si;63;No;Medico;25;Medio;2;51671;1.15;30;0;447;3.0;3
F;No;33;Si;Medico;15;Bajo;1;27244;1.905;30;0;485;3.0;0
F;No;41;Si;Negocios/empresa;15;Bajo;3;65198;1.491;30;1;320;0.5;2
M;Si;91;No;Servicios;25;Alto;2;67352;0.564;30;0;527;4.0;3
M;No;35;Si;Funcionario;15;Bajo;1;26321;1.905;30;0;326;0.5;2
F;Si;78;Si;Medico;25;Medio;2;88049;0.876;50;1;332;0.5;1
M;No;34;Si;Artista;15;Bajo;5;31516;0.893;30;0;418;3.0;0
M;Si;54;Si;Medico;25;Medio;6;23492;1.443;30;0;456;3.0;3
M;Si;56;Si;Artista;25;Medio;6;107580;1.482;30;0;343;0.5;1
M;Si;43;Si;Ejecutivo;25;Alto;3;46863;0.755;30;0;373;3.0;3
F;Si;61;No;Ingeniero;25;Bajo;1;108015;11.305;120;0;374;3.0;4
M;Si;51;Si;Artista;25;Alto;2;127807;1.033;50;0;415;3.0;3
M;No;50;Si;Artista;25;Bajo;1;87306;0.74;50;0;556;4.0;3
F;Si;32;No;Ingeniero;15;Bajo;2;21929;1.698;30;0;341;0.5;2
M;No;28;No;Medico;5;Bajo;1;25216;1.512;30;0;506;4.0;0
M;No;53;Si;Artista;25;Bajo;2;65142;1.541;50;0;451;1.0;3
M;No;22;No;Funcionario;5;Bajo;3;15389;10.635;30;0;407;3.0;0
M;No;24;No;Funcionario;5;Bajo;8;23683;1.961;30;0;515;4.0;0
M;No;34;No;Funcionario;15;Bajo;4;20981;0.985;30;0;525;4.0;0
M;No;47;Si;Artista;25;Bajo;1;68684;1.033;50;1;392;3.0;1
M;No;34;Si;Funcionario;15;Bajo;5;22920;0.824;30;0;383;3.0;0
M;No;34;Si;Artista;15;Bajo;5;28069;0.962;30;0;305;0.5;2
M;Si;57;No;Artista;25;Medio;3;67959;0.642;30;1;350;0.5;1
F;Si;69;Si;Medico;25;Medio;3;66517;1.658;80;0;403;3.0;3
F;Si;35;No;Otros;15;Medio;2;23370;0.824;30;1;387;3.0;2
F;Si;43;Si;Construccion;25;Alto;4;56972;1.491;30;1;332;0.5;1
F;No;28;No;Funcionario;5;Bajo;6;19378;1.719;30;0;538;4.0;0
M;Si;40;No;Ejecutivo;15;Medio;5;25691;1.1;30;1;395;3.0;2
F;Si;39;Si;Medico;15;Bajo;2;31296;1.031;30;0;457;3.0;0
F;Si;57;Si;Artista;25;Medio;5;97339;0.564;30;0;600;4.0;3
F;Si;46;Si;Ingeniero;25;Bajo;2;45778;0.661;50;0;301;0.5;1
F;No;33;Si;Otros;15;Bajo;3;18900;1.974;30;0;313;0.5;2
M;Si;73;Si;Ingeniero;25;Alto;2;104550;1.248;50;1;324;0.5;1
F;Si;68;Si;Artista;25;Medio;5;126797;0.759;200;0;441;3.0;4
F;Si;40;Si;Artista;15;Bajo;1;38084;1.33;50;0;533;1.0;3
M;No;36;No;Ingeniero;15;Bajo;3;29644;1.698;30;0;325;0.5;2
F;Si;30;No;Medico;5;Bajo;1;23682;0.801;30;0;306;0.5;2
F;No;45;Si;Artista;25;Bajo;1;57177;0.755;50;0;330;0.5;1
F;Si;43;No;Otros;25;Bajo;4;106701;1.675;30;0;324;0.5;1
F;Si;87;No;Servicios;25;Alto;2;53634;0.74;30;0;375;3.0;3
F;No;36;Si;Artista;15;Bajo;7;21632;1.422;30;0;378;1.0;2
M;Si;45;No;Ejecutivo;25;Alto;7;30404;1.146;30;0;565;4.0;3
F;Si;30;No;Medico;5;Alto;6;28891;1.422;30;0;324;0.5;2
M;;64;No;Servicios;25;Alto;1;117530;0.661;120;0;501;4.0;4
M;No;33;Si;Artista;15;Bajo;3;19331;1.905;30;0;534;4.0;0
F;No;34;Si;Ingeniero;15;Bajo;6;24775;1.882;30;0;308;0.5;2
F;Si;47;No;Ingeniero;25;Medio;4;88490;0.622;30;0;585;4.0;3
F;Si;69;No;Negocios/empresa;25;Medio;6;47005;1.365;30;0;403;3.0;3
F;No;42;Si;Artista;25;Bajo;1;26712;0.686;30;1;320;0.5;1
F;Si;50;Si;Artista;25;Medio;3;122162;1.658;80;0;314;0.5;1
M;Si;39;Si;Medico;15;Medio;4;26986;1.744;30;0;597;4.0;0
F;Si;47;No;Ingeniero;25;Bajo;5;126859;1.209;200;0;477;3.0;4
M;No;29;No;Construccion;5;Bajo;3;24011;2.306;30;1;357;0.5;2
F;Si;43;No;Artista;25;Medio;2;95621;1.836;120;0;330;0.5;4
M;Si;54;No;Artista;25;Alto;2;125271;0.642;120;0;583;4.0;4
M;;52;No;Servicios;25;Medio;2;71331;1.052;30;0;531;4.0;3
M;Si;57;Si;Ejecutivo;25;Alto;5;32940;1.482;30;0;338;0.5;1
M;Si;42;Si;Negocios/empresa;25;Bajo;5;51014;1.192;30;0;555;4.0;3
F;Si;58;No;Artista;25;Medio;2;27127;1.678;30;0;505;4.0;3
F;Si;41;Si;Artista;15;Alto;3;102839;0.985;30;0;514;4.0;3
F;Si;46;Si;Artista;25;Bajo;1;126939;1.756;50;0;600;1.0;3
M;Si;51;Si;Artista;25;Bajo;2;82990;1.697;50;0;484;1.0;3
M;No;29;No;Otros;5;Bajo;3;24391;12.705;30;0;450;3.0;0
F;Si;57;Si;Ingeniero;25;Medio;3;108184;1.463;80;1;397;3.0;1
F;Si;46;Si;Ingeniero;25;Medio;5;74934;1.717;30;0;376;3.0;3
M;Si;52;No;Otros;25;Medio;3;118296;0.974;30;0;519;4.0;3
M;Si;50;No;Construccion;25;Medio;4;58684;1.619;30;0;357;0.5;1
M;Si;45;No;Ejecutivo;25;Alto;3;57221;0.663;30;0;377;3.0;3
M;Si;41;No;Ejecutivo;15;Alto;4;81306;1.353;30;0;432;3.0;3
F;Si;22;No;Ingeniero;5;Medio;2;22497;1.305;30;0;419;3.0;0
M;No;22;No;Funcionario;5;Bajo;3;19040;1.685;30;0;450;3.0;0
M;Si;34;Si;Construccion;15;Bajo;2;26524;2.043;30;0;357;0.5;2
F;Si;36;Si;Construccion;15;Bajo;3;24426;1.238;30;0;586;1.0;0
M;Si;52;Si;Artista;25;Medio;4;37439;1.267;30;1;314;0.5;1
M;No;22;No;Funcionario;5;Bajo;4;16209;1.547;30;0;515;4.0;0
M;No;24;No;Funcionario;5;Bajo;3;16752;2.858;30;0;408;3.0;0
F;No;35;Si;Ingeniero;15;Bajo;4;23760;1.905;30;0;358;0.5;2
F;No;33;Si;Funcionario;15;Bajo;1;22134;2.043;30;0;406;3.0;0
M;Si;47;No;Otros;25;Medio;4;74128;1.248;30;0;462;3.0;3
M;Si;51;No;Otros;25;Medio;3;47868;1.541;30;0;388;3.0;3
F;Si;58;No;Ingeniero;25;Bajo;2;43363;1.443;30;0;384;3.0;3
F;Si;46;No;Ingeniero;25;Bajo;3;53738;0.818;30;0;569;4.0;3
M;No;32;No;Funcionario;15;Bajo;3;25739;0.985;30;0;387;3.0;0
M;Si;43;Si;Artista;25;Medio;4;72353;0.985;30;1;355;0.5;1
M;Si;76;Si;Otros;25;Medio;2;114013;1.346;50;0;383;3.0;3
F;No;28;No;Artista;5;Bajo;3;25028;2.237;30;0;540;4.0;0
F;No;29;Si;Artista;5;Bajo;4;28011;13.395;30;0;584;4.0;0
M;Si;33;No;Construccion;15;Medio;2;27629;1.974;30;1;345;0.5;2
F;No;36;No;Construccion;15;Bajo;2;29935;1.238;30;0;356;0.5;2
F;No;45;Si;Ingeniero;25;Bajo;1;60587;1.445;50;1;380;3.0;1
M;Si;46;Si;Ejecutivo;25;Alto;3;111906;0.857;80;0;423;3.0;3
M;Si;39;No;Artista;15;Medio;5;21494;1.629;30;0;366;3.0;0
M;No;31;No;Negocios/empresa;5;Bajo;5;20587;1.974;30;0;476;3.0;0
M;Si;34;Si;Artista;15;Medio;2;19400;1.261;30;0;585;4.0;0
F;Si;85;No;Servicios;25;Alto;2;93281;0.955;120;1;348;0.5;4
F;Si;52;Si;Ingeniero;25;Medio;2;82592;1.385;50;0;380;3.0;3
F;Si;79;Si;Servicios;25;Alto;2;58031;1.306;50;0;347;0.5;1
M;No;29;Si;Funcionario;5;Bajo;6;26833;1.167;30;0;551;4.0;0
F;Si;63;Si;Ingeniero;25;Alto;3;65166;1.6;80;0;338;0.5;1
F;Si;40;No;Artista;15;Medio;3;84875;1.79;30;0;470;3.0;3
M;Si;57;No;Otros;25;Medio;4;126601;1.385;200;0;585;4.0;4
M;Si;31;Si;Artista;5;Medio;3;25647;0.916;30;0;567;4.0;0
F;Si;47;No;Construccion;25;Bajo;1;98696;1.346;120;0;346;0.5;4
M;No;47;Si;Artista;25;Bajo;1;92815;1.482;50;0;575;1.0;3
M;Si;62;Si;Otros;25;Medio;4;102865;0.72;80;0;523;4.0;3
M;Si;91;No;Servicios;25;Alto;2;113954;1.678;120;1;310;0.5;4
M;Si;90;Si;Servicios;25;Alto;2;54252;1.267;50;1;356;0.5;1
M;Si;35;Si;Construccion;15;Bajo;1;22020;1.008;30;0;470;3.0;0
F;No;39;Si;Construccion;15;Bajo;1;25673;0.824;30;0;442;3.0;0
M;Si;44;Si;Negocios/empresa;25;Bajo;2;52903;1.813;50;1;382;3.0;1
F;Si;43;Si;Artista;25;Medio;3;76980;1.008;30;0;477;3.0;3
M;No;28;Si;Artista;5;Bajo;1;22689;1.788;30;0;509;4.0;0
M;Si;57;Si;Artista;25;Bajo;4;108130;1.658;80;0;486;1.0;3
F;No;47;Si;Artista;25;Bajo;1;98102;1.111;50;0;564;4.0;3
M;No;33;Si;Artista;15;Bajo;1;18319;0.985;30;0;372;3.0;0
F;Si;92;Si;Servicios;25;Alto;2;115318;0.759;50;0;421;3.0;4
F;Si;61;No;Ingeniero;25;Medio;2;88349;1.287;120;0;302;0.5;4
F;Si;41;Si;Construccion;15;Bajo;1;49002;1.238;50;0;389;1.0;1
F;No;39;No;Construccion;15;Bajo;1;19227;0.985;30;0;367;3.0;0
M;No;39;No;Otros;15;Bajo;2;29347;1.491;30;0;455;3.0;0
F;Si;51;No;Servicios;25;Bajo;1;37908;1.482;30;0;439;3.0;3
F;Si;87;Si;Servicios;25;Bajo;1;45931;0.583;50;1;381;3.0;1
F;Si;55;Si;Medico;25;Alto;3;82216;0.994;80;1;332;0.5;1
M;Si;55;No;Artista;25;Medio;4;65095;0.935;30;1;343;0.5;1
F;No;30;No;Construccion;5;Bajo;1;28922;1.146;30;1;369;3.0;2
M;Si;68;Si;Negocios/empresa;25;Alto;5;62258;1.306;30;0;492;1.0;3
M;Si;63;Si;Artista;25;Medio;2;41534;1.541;50;0;375;3.0;3
M;No;56;No;Negocios/empresa;25;Bajo;1;28537;1.091;30;1;368;3.0;1
M;Si;65;Si;Artista;25;Bajo;1;24665;15.215;30;0;402;1.0;1
F;Si;91;No;Servicios;25;Alto;2;46673;1.639;30;0;596;4.0;3
M;Si;55;Si;Otros;25;Bajo;3;129899;1.365;80;0;524;1.0;3
M;No;31;No;Ejecutivo;5;Bajo;2;23256;1.192;30;0;532;4.0;0
F;;31;Si;Funcionario;5;Bajo;5;26132;1.514;30;0;549;4.0;0
F;Si;43;No;Otros;25;Alto;3;40958;1.744;30;0;320;0.5;1
M;No;52;Si;Artista;25;Bajo;1;59256;1.189;50;0;588;4.0;3
F;Si;57;Si;Artista;25;Bajo;2;73034;0.798;50;0;471;3.0;3
F;Si;79;Si;Ingeniero;25;Bajo;1;117896;0.564;50;1;377;3.0;1
F;Si;52;Si;Artista;25;Bajo;3;119400;1.365;80;0;583;1.0;3
F;No;23;No;Funcionario;5;Bajo;3;14283;2.375;30;0;532;4.0;0
F;No;57;Si;Artista;25;Bajo;1;65890;0.935;50;0;483;3.0;3
M;Si;56;No;Otros;25;Bajo;2;100283;1.658;120;0;394;3.0;4
M;Si;52;Si;Ejecutivo;25;Alto;4;128547;1.561;80;0;551;1.0;3
F;No;32;No;Ingeniero;15;Bajo;2;27555;1.56;30;0;597;4.0;0
F;Si;35;No;Construccion;15;Medio;4;21882;1.054;30;0;307;0.5;2
M;No;22;No;Negocios/empresa;5;Bajo;3;15731;2.582;30;0;386;3.0;0
M;Si;77;Si;Servicios;25;Bajo;1;55928;0.642;50;0;521;4.0;3
M;Si;45;Si;Otros;25;Medio;2;25082;1.767;30;0;573;4.0;3
F;Si;33;No;Ingeniero;15;Bajo;2;25345;1.836;30;1;303;0.5;2
F;Si;69;Si;Ingeniero;25;Bajo;1;108803;1.619;50;0;374;1.0;1
M;Si;46;Si;Artista;25;Medio;2;102575;0.935;50;0;394;3.0;3
M;Si;45;No;Ejecutivo;25;Alto;3;86279;1.629;30;0;575;4.0;3
M;Si;51;Si;Ingeniero;25;Bajo;2;62214;1.404;50;1;316;0.5;1
M;Si;30;Si;Funcionario;5;Bajo;2;20208;1.974;30;1;332;0.5;2
M;Si;31;No;Otros;5;Bajo;2;19283;0.962;30;0;448;3.0;0
F;No;22;No;Funcionario;5;Bajo;4;12788;1.374;30;0;541;4.0;0
F;Si;58;No;Ingeniero;25;Medio;6;98049;1.443;30;0;310;0.5;1
F;Si;39;Si;Medico;15;Bajo;2;22563;1.905;30;0;571;1.0;0
F;No;23;;Funcionario;5;Bajo;4;23460;2.34;30;0;397;3.0;0
M;No;33;Si;Funcionario;15;Bajo;4;25527;0.755;30;0;381;3.0;0
F;Si;51;Si;Artista;25;Bajo;1;105722;0.994;50;0;396;3.0;3
F;No;40;Si;Ingeniero;15;Bajo;4;60446;1.1;30;1;349;0.5;2
F;Si;50;Si;Medico;25;Bajo;1;94079;1.248;50;0;551;1.0;3
F;Si;51;Si;Ejecutivo;25;Alto;2;116556;1.717;50;1;357;0.5;1
M;No;30;No;Negocios/empresa;5;Bajo;7;30109;0.847;30;0;456;3.0;0
M;Si;30;No;Medico;5;Alto;2;19877;1.445;30;1;344;0.5;2
M;No;34;No;Negocios/empresa;15;Bajo;4;28137;1.951;30;0;453;3.0;0
F;Si;42;No;Otros;25;Medio;5;42206;1.882;30;1;333;0.5;1
F;Si;65;Si;Artista;25;Alto;3;54171;0.798;30;1;327;0.5;1
M;Si;67;No;Ejecutivo;25;Medio;3;79370;1.658;30;0;586;4.0;3
F;Si;30;Si;Ingeniero;5;Bajo;2;29578;0.732;30;0;357;0.5;2
M;Si;56;Si;Artista;25;Medio;3;36295;1.404;30;0;367;3.0;3
M;Si;65;Si;Servicios;25;Alto;2;86444;1.404;50;1;383;3.0;1
M;Si;63;No;Ingeniero;25;Medio;2;53376;1.306;30;0;499;3.0;3
F;Si;95;Si;Servicios;25;Alto;2;110069;1.678;50;0;334;0.5;1
M;Si;54;Si;Artista;25;Medio;2;119880;1.346;50;0;483;3.0;3
F;Si;47;No;Ingeniero;25;Medio;4;27699;1.17;30;0;592;4.0;3
M;No;22;No;Funcionario;5;Bajo;4;19591;2.099;30;0;495;3.0;0
M;No;21;No;Funcionario;5;Bajo;3;13876;1.892;30;0;455;3.0;0
M;Si;33;No;Ejecutivo;15;Alto;2;29348;1.376;30;0;361;0.5;2
M;Si;30;Si;Medico;5;Medio;3;25358;0.709;30;1;385;3.0;2
M;Si;28;Si;Otros;5;Bajo;2;20576;1.892;30;0;492;3.0;0
M;No;42;No;Artista;25;Bajo;1;71001;1.422;30;1;330;0.5;1
F;No;35;No;Ingeniero;15;Bajo;3;21644;1.031;30;0;579;4.0;0
F;Si;94;Si;Artista;25;Alto;2;83657;0.974;50;0;307;0.5;1
F;No;28;Si;Funcionario;5;Bajo;3;25531;2.789;30;0;542;4.0;0
F;No;34;Si;Medico;15;Bajo;2;31774;0.732;30;0;553;4.0;0
F;No;22;No;Funcionario;5;Bajo;4;15215;1.547;30;1;336;0.5;2
F;Si;41;Si;Artista;15;Medio;2;66556;1.353;50;1;366;3.0;1
F;No;57;No;Artista;25;Bajo;1;118048;1.326;120;0;436;3.0;4
M;No;29;Si;Medico;5;Bajo;3;20943;2.789;30;0;314;0.5;2
F;No;23;No;Funcionario;5;Bajo;5;19904;1.581;30;0;310;0.5;2
F;Si;39;Si;Construccion;15;Medio;4;31344;1.629;30;0;496;3.0;0
F;Si;45;Si;Medico;25;Medio;2;29052;2.043;30;0;401;3.0;3
F;Si;28;No;Ingeniero;5;Bajo;2;21918;12.015;30;0;590;4.0;0
F;No;22;No;Funcionario;5;Bajo;5;12949;14.085;30;1;369;3.0;2
F;Si;51;No;Ingeniero;25;Medio;5;24076;1.737;30;0;371;3.0;3
M;No;23;No;Funcionario;5;Bajo;4;17913;2.478;30;0;388;3.0;0
M;No;30;Si;Medico;5;Bajo;3;29413;1.077;30;0;515;4.0;0
M;Si;65;Si;Ejecutivo;25;Alto;4;84465;1.541;80;1;313;0.5;1
F;No;29;Si;Artista;5;Bajo;1;27880;2.375;30;1;395;3.0;2
M;Si;29;Si;Artista;5;Medio;2;25711;1.995;30;0;591;4.0;0
F;Si;35;No;Medico;15;Medio;2;23731;1.1;30;0;347;0.5;2
M;No;31;Si;Funcionario;5;Bajo;3;25774;1.031;30;0;595;4.0;0
F;No;33;Si;Funcionario;15;Bajo;3;22301;1.146;30;0;320;0.5;2
F;No;45;No;Ingeniero;25;Bajo;3;128227;1.79;200;0;309;0.5;4
M;Si;46;Si;Artista;25;Bajo;2;73485;0.896;50;0;484;3.0;3
F;No;43;Si;Servicios;25;Bajo;2;59857;0.709;50;0;420;3.0;3
F;Si;29;Si;Negocios/empresa;5;Alto;4;26657;13.395;30;0;517;4.0;0
F;No;29;Si;Funcionario;5;Bajo;4;19262;2.237;30;1;340;0.5;2
F;Si;42;Si;Negocios/empresa;25;Bajo;3;43624;1.836;30;0;345;0.5;1
F;No;44;No;Artista;25;Bajo;1;66120;0.686;30;0;364;0.5;1
M;Si;65;No;Servicios;25;Medio;2;29671;0.583;30;0;301;0.5;1
M;No;29;No;Medico;5;Bajo;4;22011;1.788;30;0;352;0.5;2
F;No;36;Si;Artista;15;Bajo;4;28244;0.939;30;0;583;4.0;0
M;Si;62;Si;Ejecutivo;25;Alto;2;122441;1.737;50;0;570;1.0;3
F;No;31;No;Medico;5;Bajo;5;19633;0.916;30;0;527;4.0;0
F;Si;31;No;Medico;5;Medio;6;24284;1.399;30;1;334;0.5;2
M;Si;41;Si;Artista;15;Alto;3;67562;1.261;30;0;324;0.5;1
F;Si;47;Si;Artista;25;Medio;2;36295;0.7;50;0;461;3.0;3
M;No;22;No;Funcionario;5;Bajo;3;18613;2.133;30;0;476;3.0;0
M;Si;73;No;Ejecutivo;25;Medio;2;92532;0.935;120;1;345;0.5;1
F;Si;40;Si;Artista;15;Medio;2;44120;1.79;50;0;458;3.0;3
F;No;30;Si;Artista;5;Bajo;1;20011;1.836;30;0;303;0.5;2
F;No;32;No;Funcionario;15;Bajo;1;20447;1.583;30;1;362;0.5;2
F;No;33;No;Funcionario;15;Bajo;4;28681;1.491;30;0;551;4.0;0
F;Si;47;Si;Artista;25;Medio;2;87323;1.17;50;0;558;4.0;3
M;Si;52;No;Ejecutivo;25;Bajo;4;69056;0.7;30;0;599;4.0;3
F;No;40;Si;Artista;15;Bajo;4;70448;1.123;30;0;599;4.0;0
F;No;33;Si;Ingeniero;15;Bajo;3;31431;0.686;30;0;316;0.5;2
F;Si;42;Si;Artista;25;Bajo;1;107189;1.353;50;0;524;1.0;3
M;Si;31;;Artista;5;Bajo;1;27299;0.939;30;0;380;3.0;0
F;Si;57;Si;Artista;25;Medio;3;88639;0.759;80;1;344;0.5;1
F;Si;51;Si;Ingeniero;25;Medio;4;104474;0.72;80;0;551;4.0;3
M;Si;41;No;Ingeniero;15;Medio;2;27123;1.721;30;0;347;0.5;2
F;Si;55;Si;Ingeniero;25;Alto;4;28481;0.759;30;0;334;0.5;1
M;Si;47;No;Artista;25;Medio;3;102941;0.603;30;0;480;3.0;3
M;Si;67;No;Funcionario;25;Alto;4;57384;1.443;30;0;484;3.0;3
F;Si;40;No;Ingeniero;15;Bajo;3;62719;1.997;30;1;338;0.5;2
F;No;31;No;Artista;5;Bajo;1;18204;0.916;30;0;450;3.0;0
F;No;20;No;Funcionario;5;Bajo;8;21044;1.547;30;0;454;3.0;0
F;No;20;No;Ingeniero;5;Bajo;4;18551;12.015;30;0;542;4.0;0
F;Si;76;Si;Artista;25;Medio;3;80978;15.215;80;0;407;3.0;3
M;No;36;No;Funcionario;15;Bajo;3;21465;1.422;30;1;302;0.5;2
M;Si;42;No;Ejecutivo;25;Alto;5;67651;1.928;30;0;545;4.0;3
M;Si;57;No;Otros;25;Medio;3;52141;11.305;30;0;369;3.0;3
F;No;30;No;Funcionario;5;Bajo;5;22509;0.778;30;0;553;4.0;0
F;No;33;Si;Artista;15;Bajo;1;30174;2.043;30;0;483;3.0;0
M;Si;44;Si;Artista;25;Medio;3;59695;1.721;30;1;332;0.5;1
F;Si;47;No;Ingeniero;25;Medio;2;53420;1.248;30;0;552;4.0;3
F;Si;41;No;Otros;15;Medio;3;107610;1.353;30;1;333;0.5;1
F;No;31;No;Funcionario;5;Bajo;5;27242;1.629;30;0;450;3.0;0
F;Si;34;No;Negocios/empresa;15;Bajo;5;31055;1.813;30;0;356;0.5;2
F;Si;52;Si;Artista;25;Medio;4;28148;0.583;30;0;593;4.0;3
M;No;31;No;Funcionario;5;Bajo;4;25410;0.893;30;1;375;3.0;2
M;No;22;No;Funcionario;5;Bajo;5;20027;1.857;30;0;558;4.0;0
F;No;21;No;Funcionario;5;Bajo;4;21339;1.098;30;0;419;3.0;0
M;No;43;Si;Artista;25;Bajo;2;111955;1.445;50;0;329;0.5;1
F;Si;42;Si;Artista;25;Bajo;2;107720;0.893;50;1;361;0.5;1
M;No;36;Si;Funcionario;15;Bajo;1;18107;1.008;30;0;596;4.0;0
F;No;42;Si;Construccion;25;Bajo;1;95857;0.663;50;0;317;0.5;1
F;No;32;Si;Funcionario;15;Bajo;3;21000;1.675;30;0;396;3.0;0
F;Si;39;No;Otros;15;Bajo;1;23034;0.709;30;0;453;3.0;0
M;Si;65;Si;Artista;25;Bajo;1;106093;0.7;50;0;526;4.0;3
F;No;32;Si;Funcionario;15;Bajo;3;26888;1.813;30;1;320;0.5;2
M;Si;96;Si;Servicios;25;Alto;2;93809;15.215;50;0;406;1.0;1
F;Si;43;Si;Artista;25;Alto;5;93065;1.169;30;0;397;3.0;3
M;Si;51;Si;Artista;25;Medio;2;78539;1.639;50;0;379;3.0;3
M;Si;69;Si;Medico;25;Alto;2;60512;1.365;50;0;573;1.0;3
M;No;35;Si;Medico;15;Bajo;2;27384;1.606;30;0;437;3.0;0
F;Si;69;Si;Ingeniero;25;Bajo;1;101472;1.111;50;0;344;0.5;1
F;No;50;Si;Artista;25;Bajo;1;106065;0.818;50;0;336;0.5;1
F;No;36;Si;Funcionario;15;Bajo;5;28499;1.744;30;0;562;1.0;0
F;Si;96;No;Artista;25;Alto;2;70373;0.915;30;0;305;0.5;1
M;Si;67;Si;Artista;25;Medio;4;114956;1.091;80;0;320;0.5;1
M;;91;No;Servicios;25;Alto;2;77014;11.305;120;0;509;4.0;4
M;Si;66;Si;Artista;25;Alto;3;126949;1.502;80;0;493;1.0;4
M;Si;72;Si;Artista;25;Medio;3;125055;1.326;80;0;314;0.5;1
F;No;35;No;Funcionario;15;Bajo;1;27366;1.882;30;1;325;0.5;2
F;Si;62;Si;Artista;25;Medio;3;111694;1.033;80;0;430;3.0;3
